lon,lat,Grade,ActiveTeams,InactiveTeams,School,Local District,Hosting,Grants,VIQC,VRC,Workshop,NumberofteamsVEXIQESLeague,EventDatesVEXIQESLeague,EventWebsiteVEXIQESLeague,NumberofteamsVEXIQMSLeague,EventDatesVEXIQMSLeague,EventWebsiteVEXIQMSLeague,NumberofteamsVEXIQESMSLeague,Event DatesVEXIQESMSLeague,EventWebsiteVEXIQESMSLeague,NumberofteamsVEXIQESTournament,EventDatesVEXIQESTournament,EventWebsiteVEXIQESTournament,NumberofteamsVEXIQMSTournament,EventDatesVEXIQMSTournament,EventWebsiteVEXIQESTournament,NumberofteamsVEXIQESMSTournament,EventDatesVEXIQESMSTournament,EventWebsiteVEXIQESMSTournament,workshopDates
-118.2964931977,34.0217157854,Elementary,,,Lenicia B. Weemes Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2858635654,34.0515427981,Elementary,,,Leo Politi Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2880478861,34.0935888813,Elementary,,,Lexington Avenue Primary Center,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2218899638,33.9618927614,Elementary,17228A,,Liberty Boulevard Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.446068907,34.2408922248,Elementary,,,Liggett Street Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.2409269156,33.9865957692,Elementary,17483A,,Lillian Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.5821833091,34.2257045563,Elementary,,,Limerick Avenue Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.2339378938,33.9823932848,High,,,Linda Esperanza Marquez High School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.6473050358,34.1835838769,Elementary,,,Lockhurst Drive Charter Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.2883622182,34.089572618,Elementary,,,Lockwood Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2577855395,34.079013651,Elementary,,,Logan Street Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.1999768462,33.9913496573,Elementary,37075A,,Loma Vista Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3203096955,33.8015965709,Elementary,,,Lomita Elementary M/S/T Magnet,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.2888992764,33.9694471379,Elementary,"83077B, 83077A, 52166A, 39608A",,Loren Miller Elementary School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2027466489,34.0257732387,Elementary,24329A,,Lorena Street Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2165771197,34.0886429943,Elementary,"50256B, 50256A",,Loreto Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.5132592995,34.2169509809,Elementary,,,Lorne Street Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.2636854458,33.9909400249,Middle,,,Los Angeles Academy Middle School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.3715815683,34.043907758,span,,,Los Angeles Center for Enriched Studies,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.3057947285,34.048587143,Elementary,"8322B, 8322A",,Los Angeles Elementary School,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3330663081,34.0556168152,High,,,Los Angeles High School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2931998561,34.1030647769,Elementary,"32867B, 32867A",,Los Feliz Elementary School,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.245456296,33.9346663096,Elementary,5783A,,Lovelia P. Flournoy Elementary School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4212779371,33.9578543145,Elementary,8821A,,Loyola Village Elementary Fine/Performing Arts Magnet,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2090416275,33.9761374325,Elementary,96678A,,Lucille Roybal-Allard Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2796033504,34.0576667483,Elementary,,,MacArthur Park Elementary Visual & Performing Arts,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2144392992,33.9487545209,Elementary,,,Madison Elementary School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.2884141724,34.0436431637,Elementary,,,Magnolia Avenue Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.5336617117,34.2217803826,Elementary,"7259X, 7259M, 7259K, 7259J, 80017B, 80017A, 80017B, 80017A, 7259G",,Magnolia Science Academy 7-Northridge,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2731196417,33.9947035812,Elementary,"44224B, 44224A",,Main Street Elementary School,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.1947128584,34.0447832678,Elementary,15051A,,Malabar Street Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2866213824,33.9591110173,Elementary,,,Manchester Avenue Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.3106123415,33.9487467229,Elementary,,,Manhattan Place Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.292188021,34.0084561375,High,,,Manual Arts High School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2706144786,34.0158696989,Elementary,,,Maple Primary Center,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.4343131189,34.0163189957,Elementary,,,Mar Vista Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.1750822609,34.03589824,Elementary,,,Marianna Avenue Elementary School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.4208952376,33.9877904794,Middle,,,Marina del Rey Middle School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2991919288,34.0533233735,Elementary,,,Mariposa-Nabi Primary Center,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.3436804937,34.0089754339,span,,,Marlton School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.5476278623,34.0458841265,Elementary,"5164C, 5164B, 5164A",,Marquez Charter School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.1981060447,33.978843071,Elementary,,,Martha Escutia Primary Center,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.3083582372,34.0130049236,Elementary,,,Martin Luther King Jr. Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.3643916735,34.0358318734,Elementary,"79783C, 79783B, 79783A",,Marvin Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2760001715,33.9779384395,Middle,"90003B, 90003A",,Mary Mcleod Bethune Middle School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.1561950045,33.9391299585,Middle,2822G,,Mary R. Stauffer Middle School,Downey USD,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3799214193,34.1786321472,Elementary,,,Maurice Sendak Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.4953796747,34.2541632539,Elementary,,,Mayall Street Academy of Arts/Technology Magnet,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.2648062181,34.0845819992,Elementary,,,Mayberry Street Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.1844901824,33.9935709523,Elementary,90270A,,Maywood Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2604633102,33.9681593048,Elementary,,,Mckinley Avenue Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.3454202122,34.0843781937,Elementary,36771M,,Melrose Avenue Elementary Math/Science/Technology Magnet,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.5602095895,34.2100011981,Elementary,"91335B, 91335A",,Melvin Avenue Elementary School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2898840772,34.0079794207,Elementary,,,Menlo Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2674680002,33.9575664286,High,,,Mervyn M. Dymally High School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.2953606849,33.8254830638,Elementary,,,Meyler Street Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.2755438263,34.0894875811,Elementary,,,Micheltorena Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.3185674451,34.0319705953,span,90018A,,Mid-City's Prescott School of Enriched Sciences,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2278736352,33.9801639066,Elementary,,,Middleton Elementary School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.2292818117,33.9794089021,Elementary,,,Middleton Primary Center,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.2608728779,34.0578897605,High,,,Miguel Contreras Learning Complex,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2188891791,33.9781287978,Elementary,78295A,,Miles Avenue Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2505029497,33.9840762151,Elementary,,,Miramonte Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.415124173,34.2446685674,Elementary,"83723B, 83723A",,Montague Charter Academy,Northeast,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2186466267,33.9448713611,Elementary,39201A,,Montara Avenue Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.1967640388,34.1177383968,Elementary,,,Monte Vista Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.4353757615,34.3213102933,Elementary,,,Morningside Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.3035965478,34.269655616,Middle,,,Mount Gleason Middle School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.2160642564,34.1050249188,Elementary,,,Mount Washington Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2706324417,34.2582130667,Elementary,,,Mountain View Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.1935538333,34.0686229442,Elementary,,,Multnomah Street Elementary School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.1957839315,34.0601466193,Elementary,,,Murchinson Street Elementary School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.6051784554,34.2056959724,Elementary,,,N.E.W. Canoga Park Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.5473974021,34.2257838118,Elementary,98956N,,Napa Street Elementary School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3060341802,33.803070214,High,,,Narbonne High School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.5305628044,34.162561632,Elementary,,,Nestle Avenue Charter School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.6075354068,34.2240539684,Elementary,,,Nevada Avenue Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.2468195346,34.0126936766,Elementary,83333A,,Nevin Avenue Elementary School,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.5239907039,34.1897758597,Elementary,,,Newcastle Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.552102165,34.2518477514,Middle,,,Nobel Middle School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.4616513302,34.2232378335,Elementary,,,Noble Avenue Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.4477986645,34.044427729,Elementary,,,Nora Sterry Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2989490681,34.0032221219,Elementary,33969A,,Normandie Avenue Elementary School,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2931183968,33.7951459896,Elementary,,,Normont Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.3890782953,34.1658608531,High,,,North Hollywood High School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.5246783304,34.2453571412,High,,,Northridge Academy High School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.5252573097,34.2240320608,Middle,,,Northridge Middle School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.2782748603,34.0354627844,Elementary,,,Norwood Street Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.1881131045,33.9815271248,Elementary,,,Nueva Vista Elementary School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.1563227742,33.9380203988,Elementary,79300A,,Old River Elementary School,Downey USD,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4494693185,34.3216540547,Middle,,,Olive Vista Middle School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.5060805356,34.2409289664,Middle,"11566E, 11566D, 11566C, 11566B, 11566A",,Oliver Wendell Holmes International Middle School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.1995244166,33.9793028465,span,17621A,,Orchard Academies 2C - Global Studies & Technology Academy,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4034126606,33.968263372,Middle,"90021X, 90021W",,Orville Wright Middle School STEAM Magnet,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4212213154,34.0384523001,Elementary,,,Overland Avenue Elementary School (withdrew),West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2237944127,33.9911745655,Elementary,82020B,,Pacific Boulevard School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4157596853,34.2705286866,Elementary,,,Pacoima Charter Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.4233394064,34.2501587299,Middle,,,Pacoima Middle School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.5273561172,34.0455268449,Elementary,"90272B, 90272A",,Palisades Charter Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.5304988255,34.0473740379,High,,,Palisades Charter High School ,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.4071206536,34.0258069345,Elementary,"22961B, 22961A",,Palms Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4165477279,34.0239017006,Middle,,,Palms Middle School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.4573838038,34.2271925127,Elementary,,,Panorama City Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.4493726095,34.2168431785,High,,,Panorama High School ,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.174050443,33.9604304398,Elementary,52185A,,Park Avenue Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3043671556,33.7533560007,Elementary,"90732B, 90732A",,Park Western Place Elementary School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2509418333,33.9702567715,Elementary,,,Parmelee Avenue Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.4992874326,34.2274132108,Elementary,,,Parthenia Street Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.4341353342,33.956555646,Elementary,"7751B, 7751A",,Paseo del Rey Elementary Natural Science Magnet,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.5118968156,34.2591934426,Middle,11293A,,Patrick Henry Middle School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4952722284,34.0551720078,Middle,,,Paul Revere Charter Middle School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2621250981,33.7936402068,High,,,Phineas Banning High School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.2852800979,34.2534004085,Elementary,91042A,,Pinewood Avenue Elementary School,Northeast,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3174448193,34.0462724175,span,,,Pio Pico Span School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2984058583,34.2655678441,Elementary,,,Plainview Academic Charter Academy,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.4094624341,33.9826044304,Elementary,57950A,,Playa Del Rey Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4243647723,33.9688325541,Elementary,,,Playa Vista Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.4600902571,34.2402420186,Elementary,"87259B, 87259A",,Plummer Elementary School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2902829475,33.7144309296,Elementary,,,Point Fermin Marine Science Magnet,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.6431384394,34.2092426391,Elementary,"60742F, 60742E. 60742D, 60742C, 60742B, 60742A",,Pomelo Community Charter School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.479868067,34.2627144036,Middle,,,Porter Middle School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.5816915837,34.2933931119,span,"12450B, 12450A, 12450P, 12450C",,Porter Ranch Community School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.5426740877,34.1668257865,Middle,,,Portola Middle School and Highly Gifted Magnet,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.3023451352,33.804593939,Elementary,,,President Avenue Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.4556776697,34.2353267241,Elementary,,,Primary Academy for Success School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.2307444823,34.1188461328,span,,,PUC Santa Rosa Charter Academy,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.3194857026,33.9118437728,Elementary,2153A,,Purche Avenue Elementary School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3310229192,34.0525991836,Elementary,94007A,,Queen Anne Place Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2599108339,34.0142283087,Elementary,,,Quincy Jones Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2433890803,34.0592509012,High,,,Ramón C. Cortines School of Visual and Performing Arts ,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.3014372783,34.0987591898,Elementary,6178B 6178A,,Ramona Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4344776889,34.2151636404,Elementary,"82340B, 82340A",,Ranchito Avenue Elementary School,Northeast,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2156748063,33.8342452707,span,"70081B, 70081A",,Rancho Dominguez Preparatory School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2990559914,33.9720934308,Elementary,7511A,,Raymond Avenue Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.5302842226,34.1902741193,High,,,Reseda Charter High School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.5384364262,34.2037201082,Elementary,,,Reseda Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.2678995656,34.0106140118,Elementary,"39003B, 39003A",,Ricardo Lizarraga Elementary ,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4078316971,34.2242991432,Middle,,,Richard E. Byrd Middle School ,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.2952333031,33.7416318931,Middle,,,Richard Henry Dana Middle School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.1961332709,34.1113869667,Elementary,,,Richard Riordan Primary Center,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.4402835343,34.0286099935,Elementary,86266A,,Richland Avenue Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3715134673,34.1580960774,Elementary,,,Rio Vista Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.2269430871,33.9341188293,Elementary,63010A,,Ritter Elementary School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4175333127,34.1586311448,Elementary,,,Riverside Drive Charter School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.4275606639,34.1629897817,Middle,,,Robert A. Millikan Middle School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.3008535207,33.8823552589,Middle,,,Robert E. Peary Middle School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.2974041977,34.0599707041,span,,,Robert F. Kennedy Community Schools,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.5117670694,34.2948873593,Middle,"73375D, 73375C, 73375B, 73375A",,Robert Frost Middle School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4579287387,34.2081469302,span,,,Robert Fulton College Preparatory School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.1521876827,34.0400050344,Elementary,"24606C, 24606B, 24606A",,Robert Hill Lane Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.1934306937,34.0262188031,Middle,,,Robert Louis Stevenson Middle School,East ,,,,,,,,,,,,,,,,,,,,,,,,
-118.1946377579,34.133352134,Elementary,,,Rockdale Visual & Performing Arts Magnet,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2124791584,34.0513526631,High,,,Roosevelt High School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.4613254444,34.2315784213,Elementary,,,Rosa Parks Learning Center,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.3668018627,34.216163848,Elementary,,,Roscoe Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.4642612944,34.1201643395,Elementary,2425R,,Roscomare Road Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2698227776,34.0725484392,Elementary,90026A,,Rosemont Avenue Elementary School,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3744798338,34.0806461913,Elementary,,,Rosewood Avenue Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.187328303,34.0285882065,Elementary,6425A,,Rowan Avenue Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3969214423,34.1892829667,Middle,,,Roy Romer Middle School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.3155166421,33.7664006572,Middle,"8111B, 8111A",,Rudecinda Sepulveda Dodson Middle School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2574387382,33.973006335,Elementary,"6438B, 6438A",,Russell Elementary School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2573292316,34.0021514402,Elementary,,,Sally Ride Elementary: A Smart Academy,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2714481909,33.9322442459,Middle,90061A,,Samuel Gompers Middle School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2120656488,33.9834631136,Elementary,"71295B, 71295A",,San Antonio Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4477260546,34.2799255426,Elementary,"34143B, 34143A",,San Fernando Elementary School,Northeast,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4429144427,34.2713639404,High,,,San Fernando High School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.4374221403,34.2831191382,Middle,"39997B, 39997A",,San Fernando Middle School,Northeast,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2016851061,33.9561512442,Elementary,54210A,,San Gabriel Avenue Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4581870702,34.262561202,Elementary,,,San Jose Highly Gifted Magnet Elementary,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.4583169368,34.2625329913,Elementary,,,San Jose Street Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.202210764,33.9485339086,Elementary,2018C,,San Miguel Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.1721349548,34.1188930983,Elementary,90042A,,San Pascual Avenue Elementary STEAM,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.299274373,33.730567448,High,,,San Pedro High School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.2579042969,34.028829923,Elementary,,,San Pedro Street Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.3154080173,34.0895908416,Elementary,,,Santa Monica Boulevard Community Charter School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2627844206,34.0285452249,High,,,Santee Education Complex ,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.4026429756,34.2704955095,Elementary,"91331B, 91331A",,Sara Coughlin Elementary School,Northeast,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4157039634,34.2131296681,Elementary,,,Saticoy Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.3563202807,34.0467472416,Elementary,,,Saturn Street Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.3345809771,34.1002707189,Elementary,,,Selma Avenue Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.4648863825,34.2419066855,Middle,,,Sepulveda Middle School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.587449398,34.1606731586,Elementary,64360S,,Serrania Avenue Charter for Enriched Studies,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.433014789,34.2523995909,Elementary,,,Sharp Avenue Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.3851889438,34.0392909595,Elementary,,,Shenandoah Street Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2079287635,34.0505118628,Elementary,66893A,,Sheridan Street Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.5384797256,34.1843940457,span,18605A,,Sherman Oaks Center for Enriched Studies,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.455970972,34.1501575446,Elementary,,,Sherman Oaks Elementary Charter School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.5572145465,34.1962516847,Elementary,"91343D, 10903D, 10903C, 10903A",,Shirley Avenue Elementary School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4322653782,33.9901656682,Elementary,6740A,,Short Avenue Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.1691064685,34.0825885473,Elementary,,,Sierra Park Elementary School,East ,,,,,,,,,,,,,,,,,,,,,,,,
-118.1578563935,34.1077907011,Elementary,54911A,,Sierra Vista Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2323154099,34.0763065451,Elementary,"84918S, 84918B",,Solano Avenue Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.239214023,34.1028992153,High,,,Sonia M. Sotomayor Learning Academies,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2168443647,34.0321122692,Elementary,1020S,,Soto Street Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2222619949,33.9467533217,High,,,South East High School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.2093971862,33.9562662566,High,,,South Gate High School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.1977480618,33.952273178,Middle,"56489X, 56489S, 29025A",,South Gate Middle School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2662563044,33.9611269244,Elementary,,,South Park Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.199572876,33.9796772126,Middle,,,South Region Middle School #2,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.3222607552,33.7228353946,Elementary,,,South Shores Elementary Performing Arts Magnet,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.2247254315,33.9462409673,Middle,"59925B, 59925A",,Southeast Middle School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.5066549906,34.2132267133,Elementary,,,Stagg Street Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.217636089,33.9488280593,Elementary,"50108B, 50108A",,Stanford Primary Center ,East,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.211055710836,34.038706612957,High,,,Theodore Roosevelt High School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.5682772139,34.2036141683,Elementary,,,Stanley Mosk Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.2120484224,33.964027417,Elementary,13984A,,State Street Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
